sleep_duration,stress_level,heart_rate,physical_activity,caffeine,alcohol,exercise_freq,age,gender,bmi,daily_steps,sleep_disorder,bedtime_hour,rem_pct,deep_pct,awakenings,quality,source
5.41,3.7,84.0,4.6,330.9,2.87,1.0,29.0,0.0,,,,22.26,0.0892,0.1252,3.0,0.4436,synthetic
5.44,4.6,88.0,62.6,54.2,0.29,6.0,73.0,1.0,,,,22.98,0.1745,0.1403,2.0,0.3877,synthetic
6.9,5.0,84.0,87.6,364.0,3.22,3.0,28.0,0.0,,,,2.93,0.166,0.1922,4.0,0.5947,synthetic
8.71,2.9,82.0,40.9,143.6,4.73,5.0,45.0,0.0,,,,23.88,0.05,0.1532,2.0,0.5694,synthetic
8.29,6.3,58.0,13.2,170.1,3.38,1.0,47.0,1.0,,,,23.83,0.0694,0.119,2.0,0.5094,synthetic
6.68,3.3,80.0,73.6,357.8,2.32,3.0,21.0,1.0,,,,1.67,0.1342,0.1532,5.0,0.6425,synthetic
5.54,2.8,75.0,23.5,358.5,4.8,0.0,44.0,1.0,,,,21.25,0.05,0.0688,5.0,0.3726,synthetic
4.73,3.4,88.0,89.6,209.9,3.44,1.0,43.0,0.0,,,,22.84,0.05,0.152,5.0,0.359,synthetic
6.81,6.6,79.0,50.7,110.7,0.28,0.0,32.0,1.0,,,,0.49,0.2047,0.2512,1.0,0.6761,synthetic
8.57,4.2,60.0,20.9,68.8,3.35,1.0,25.0,1.0,,,,2.92,0.1043,0.1772,6.0,0.6828,synthetic
8.15,3.1,57.0,44.6,108.6,0.3,4.0,20.0,1.0,,,,21.08,0.1455,0.2446,1.0,0.6113,synthetic
6.54,6.4,61.0,30.2,312.3,1.54,0.0,18.0,0.0,,,,23.16,0.0801,0.2344,1.0,0.423,synthetic
7.47,8.8,69.0,70.2,129.8,3.08,1.0,45.0,1.0,,,,2.34,0.1883,0.1958,3.0,0.5161,synthetic
6.68,4.9,76.0,9.5,277.8,1.08,5.0,23.0,0.0,,,,1.08,0.2353,0.1707,3.0,0.607,synthetic
7.4,7.0,59.0,77.1,78.1,0.19,1.0,72.0,1.0,,,,0.3,0.1571,0.2165,4.0,0.5727,synthetic
7.09,6.6,59.0,69.1,191.4,3.09,4.0,31.0,0.0,,,,21.8,0.0794,0.1711,3.0,0.4503,synthetic
7.9,3.3,62.0,77.5,140.8,1.43,6.0,55.0,0.0,,,,21.31,0.0937,0.2012,2.0,0.6184,synthetic
7.04,4.6,82.0,80.5,201.4,2.66,6.0,56.0,1.0,,,,22.62,0.0526,0.1604,3.0,0.5409,synthetic
9.2,1.9,65.0,20.7,228.0,1.31,0.0,46.0,1.0,,,,21.79,0.0612,0.2106,1.0,0.7062,synthetic
6.64,4.1,53.0,46.9,396.4,3.43,1.0,68.0,1.0,,,,1.66,0.1258,0.0765,6.0,0.6058,synthetic
4.58,3.2,72.0,76.5,360.0,4.48,5.0,24.0,0.0,,,,1.04,0.1609,0.2383,3.0,0.5343,synthetic
5.68,3.7,50.0,34.0,278.3,0.43,2.0,31.0,1.0,,,,1.85,0.1202,0.2765,4.0,0.5944,synthetic
7.0,3.0,77.0,5.4,61.5,3.93,3.0,32.0,0.0,,,,21.2,0.05,0.1115,4.0,0.4884,synthetic
7.2,3.9,84.0,26.2,367.6,0.78,3.0,25.0,1.0,,,,22.17,0.05,0.2261,1.0,0.5315,synthetic
7.26,5.6,57.0,21.8,357.0,1.65,4.0,34.0,1.0,,,,1.38,0.1456,0.1579,6.0,0.635,synthetic
8.07,4.3,84.0,78.3,354.7,1.79,3.0,35.0,1.0,,,,21.14,0.056,0.2019,1.0,0.6172,synthetic
5.87,1.0,77.0,41.7,191.6,1.03,0.0,61.0,1.0,,,,21.02,0.0667,0.2505,4.0,0.4889,synthetic
7.82,3.0,54.0,61.5,68.3,0.38,0.0,35.0,1.0,,,,22.68,0.104,0.3021,0.0,0.6729,synthetic
8.02,1.5,59.0,86.6,301.8,3.84,0.0,67.0,1.0,,,,21.31,0.051,0.0706,3.0,0.6105,synthetic
6.56,5.0,59.0,26.9,155.4,3.97,2.0,62.0,0.0,,,,20.55,0.05,0.1283,3.0,0.4371,synthetic
6.51,5.5,58.0,68.5,137.8,4.98,6.0,69.0,0.0,,,,22.19,0.05,0.1363,3.0,0.3153,synthetic
5.39,5.0,63.0,2.0,156.3,4.67,7.0,23.0,0.0,,,,2.13,0.2121,0.1768,2.0,0.5162,synthetic
6.57,2.9,86.0,9.4,223.6,2.17,3.0,74.0,1.0,,,,20.4,0.0673,0.0814,4.0,0.4853,synthetic
8.43,5.0,59.0,14.6,133.4,0.67,0.0,52.0,1.0,,,,23.96,0.1295,0.1151,2.0,0.5345,synthetic
9.04,3.6,87.0,28.1,276.0,0.05,0.0,73.0,0.0,,,,23.94,0.0554,0.1416,2.0,0.5789,synthetic
7.47,2.2,72.0,36.3,259.1,2.66,6.0,38.0,0.0,,,,23.72,0.05,0.1681,5.0,0.5381,synthetic
6.0,6.0,71.0,42.9,203.5,4.3,2.0,72.0,0.0,,,,23.54,0.0858,0.1343,3.0,0.2933,synthetic
7.91,6.1,77.0,22.1,21.6,1.34,7.0,51.0,0.0,,,,20.12,0.1015,0.1133,1.0,0.5291,synthetic
8.2,6.4,82.0,6.0,374.6,0.99,4.0,22.0,0.0,,,,20.33,0.0649,0.2738,2.0,0.5336,synthetic
6.16,3.3,88.0,61.0,164.7,2.19,7.0,41.0,1.0,,,,23.58,0.1163,0.2338,3.0,0.5244,synthetic
8.63,6.9,50.0,2.1,179.8,4.47,1.0,25.0,1.0,,,,2.78,0.1407,0.0602,5.0,0.6122,synthetic
4.87,3.5,66.0,72.9,182.4,2.26,6.0,71.0,0.0,,,,22.86,0.0583,0.0788,1.0,0.3644,synthetic
4.55,5.8,57.0,83.6,146.0,3.61,4.0,35.0,0.0,,,,23.31,0.0943,0.2923,7.0,0.272,synthetic
5.11,3.5,56.0,63.9,269.8,2.31,3.0,30.0,1.0,,,,2.87,0.2519,0.3104,2.0,0.5321,synthetic
5.28,4.1,56.0,53.6,5.6,1.86,4.0,49.0,1.0,,,,1.45,0.1501,0.1375,0.0,0.6433,synthetic
8.89,1.0,78.0,59.1,349.4,2.2,2.0,42.0,1.0,,,,1.39,0.2073,0.2081,9.0,0.8696,synthetic
6.62,3.9,52.0,58.7,41.0,3.84,4.0,23.0,0.0,,,,23.53,0.1088,0.1915,1.0,0.4725,synthetic
5.87,4.7,83.0,83.9,399.9,3.77,6.0,64.0,0.0,,,,2.29,0.1935,0.128,3.0,0.5528,synthetic
6.65,3.7,80.0,86.8,251.2,2.16,6.0,66.0,0.0,,,,0.07,0.2044,0.1366,3.0,0.6275,synthetic
6.47,8.0,66.0,38.4,26.5,1.34,7.0,60.0,1.0,,,,0.6,0.2466,0.1449,3.0,0.5683,synthetic
6.01,2.2,67.0,55.5,225.0,0.7,3.0,53.0,1.0,,,,1.51,0.178,0.1763,1.0,0.6405,synthetic
5.19,3.4,77.0,72.3,132.5,0.01,6.0,40.0,1.0,,,,22.85,0.0953,0.1818,0.0,0.4873,synthetic
7.78,2.7,50.0,0.1,381.2,0.57,7.0,48.0,0.0,,,,2.67,0.2371,0.0985,2.0,0.7768,synthetic
5.18,3.4,65.0,47.4,302.2,0.82,0.0,47.0,0.0,,,,2.92,0.2265,0.2659,3.0,0.5979,synthetic
8.38,6.6,57.0,58.8,202.8,3.45,3.0,27.0,1.0,,,,0.11,0.2018,0.2056,4.0,0.6456,synthetic
5.51,7.5,57.0,64.5,171.9,4.09,5.0,22.0,1.0,,,,21.55,0.0908,0.1421,2.0,0.2858,synthetic
8.16,3.1,72.0,33.2,398.3,3.68,3.0,32.0,1.0,,,,1.42,0.1692,0.1609,3.0,0.7394,synthetic
8.53,3.1,60.0,26.6,267.0,3.62,0.0,43.0,0.0,,,,22.25,0.0973,0.1148,3.0,0.5595,synthetic
5.13,2.2,65.0,16.4,205.6,4.97,5.0,27.0,0.0,,,,0.04,0.1852,0.1552,3.0,0.5828,synthetic
4.93,7.1,79.0,50.2,159.2,4.81,3.0,24.0,0.0,,,,20.61,0.05,0.1146,2.0,0.3053,synthetic
9.25,6.7,75.0,82.7,129.8,1.34,4.0,66.0,1.0,,,,1.65,0.1275,0.1884,2.0,0.6739,synthetic
6.82,4.3,63.0,80.6,282.2,0.73,0.0,39.0,1.0,,,,2.71,0.2885,0.3179,5.0,0.6851,synthetic
7.65,1.7,52.0,32.4,235.2,0.77,0.0,51.0,1.0,,,,20.66,0.1287,0.2331,6.0,0.6091,synthetic
4.62,1.9,51.0,23.2,339.3,4.48,4.0,47.0,0.0,,,,1.12,0.1062,0.1176,4.0,0.519,synthetic
5.89,4.8,70.0,71.0,221.4,0.51,7.0,59.0,1.0,,,,2.03,0.1852,0.1916,1.0,0.6176,synthetic
7.03,5.6,67.0,65.2,232.9,1.7,5.0,60.0,0.0,,,,20.77,0.0834,0.1414,5.0,0.4553,synthetic
8.93,1.0,82.0,45.5,190.9,2.65,7.0,34.0,1.0,,,,21.73,0.05,0.1495,3.0,0.6965,synthetic
5.86,3.9,53.0,35.0,305.0,3.07,6.0,66.0,1.0,,,,22.74,0.05,0.0882,5.0,0.3235,synthetic
8.38,7.7,84.0,11.1,166.0,2.98,2.0,39.0,1.0,,,,1.86,0.1478,0.1372,6.0,0.6471,synthetic
7.81,4.1,59.0,70.7,340.8,3.93,0.0,65.0,1.0,,,,23.45,0.05,0.1569,3.0,0.4791,synthetic
5.08,7.5,64.0,55.6,130.8,2.86,4.0,41.0,1.0,,,,20.96,0.05,0.1862,4.0,0.287,synthetic
5.97,5.8,84.0,33.9,277.1,4.26,4.0,24.0,0.0,,,,21.79,0.1108,0.165,2.0,0.4042,synthetic
5.69,2.3,84.0,82.7,357.2,0.42,6.0,61.0,0.0,,,,23.27,0.1091,0.2622,6.0,0.3782,synthetic
6.71,3.9,71.0,59.4,307.6,4.29,4.0,19.0,1.0,,,,20.27,0.051,0.2486,2.0,0.5001,synthetic
7.68,4.2,53.0,83.6,137.0,2.95,7.0,62.0,1.0,,,,0.42,0.1536,0.2273,3.0,0.6672,synthetic
6.67,2.6,74.0,42.7,282.5,1.11,6.0,20.0,0.0,,,,20.18,0.1543,0.2908,2.0,0.5994,synthetic
5.72,2.6,80.0,40.9,82.8,4.89,4.0,29.0,1.0,,,,1.47,0.1571,0.145,2.0,0.5768,synthetic
7.98,7.5,60.0,84.4,23.3,4.7,4.0,52.0,0.0,,,,1.14,0.1922,0.1522,5.0,0.6196,synthetic
7.42,2.5,57.0,86.4,316.6,4.23,0.0,71.0,1.0,,,,2.06,0.107,0.0668,3.0,0.6276,synthetic
7.1,6.7,70.0,86.5,323.2,4.56,6.0,41.0,0.0,,,,21.1,0.1452,0.1953,3.0,0.4261,synthetic
7.27,3.6,80.0,73.7,9.2,1.91,5.0,24.0,1.0,,,,0.22,0.2118,0.2901,1.0,0.7479,synthetic
5.61,4.4,70.0,41.6,379.1,1.14,7.0,31.0,0.0,,,,1.47,0.237,0.2151,4.0,0.5809,synthetic
7.9,5.6,60.0,18.9,178.4,0.91,0.0,69.0,0.0,,,,23.61,0.1307,0.1381,4.0,0.4422,synthetic
6.44,3.3,85.0,34.5,362.1,4.37,1.0,59.0,1.0,,,,20.92,0.0874,0.0739,3.0,0.4416,synthetic
6.32,5.6,85.0,84.4,315.3,4.13,5.0,23.0,1.0,,,,20.69,0.0848,0.2215,4.0,0.4199,synthetic
5.25,1.0,76.0,32.7,360.3,4.9,3.0,39.0,0.0,,,,0.24,0.1487,0.0442,3.0,0.6435,synthetic
7.48,5.4,53.0,68.1,333.4,4.24,4.0,33.0,1.0,,,,23.48,0.0636,0.115,3.0,0.5013,synthetic
7.51,1.0,59.0,83.1,389.6,3.16,3.0,28.0,0.0,,,,2.51,0.2498,0.1716,4.0,0.7812,synthetic
6.2,4.0,75.0,87.3,251.6,0.71,5.0,66.0,0.0,,,,1.84,0.2234,0.1401,1.0,0.6322,synthetic
8.8,6.2,81.0,85.3,90.9,0.82,5.0,53.0,0.0,,,,1.07,0.2248,0.1662,3.0,0.7567,synthetic
8.73,5.7,69.0,50.0,155.8,2.37,1.0,28.0,0.0,,,,2.88,0.1799,0.172,3.0,0.7726,synthetic
5.05,1.9,62.0,44.3,300.8,3.84,6.0,55.0,1.0,,,,0.86,0.2567,0.1352,3.0,0.6092,synthetic
7.98,2.2,85.0,88.9,62.8,0.87,3.0,41.0,1.0,,,,20.65,0.1276,0.2444,7.0,0.6278,synthetic
6.47,3.1,65.0,19.6,371.9,4.58,4.0,21.0,0.0,,,,20.54,0.1094,0.1555,3.0,0.4622,synthetic
9.5,4.9,87.0,16.9,82.1,3.42,4.0,43.0,0.0,,,,1.71,0.1552,0.1867,4.0,0.7716,synthetic
5.63,1.0,71.0,86.7,350.4,1.56,5.0,28.0,1.0,,,,22.52,0.1363,0.271,1.0,0.5442,synthetic
5.9,4.5,75.0,62.0,193.5,4.43,2.0,31.0,1.0,,,,2.47,0.1064,0.2015,1.0,0.5462,synthetic
6.71,5.1,55.0,48.3,336.2,2.99,0.0,68.0,0.0,,,,20.83,0.05,0.0862,2.0,0.3933,synthetic
5.84,3.9,61.0,11.9,383.3,3.67,1.0,58.0,0.0,,,,21.39,0.1118,0.135,3.0,0.4091,synthetic
7.96,5.6,89.0,46.2,168.9,1.93,7.0,25.0,0.0,,,,1.41,0.1817,0.2457,6.0,0.6665,synthetic
6.9,4.9,79.0,85.0,278.6,1.97,1.0,66.0,0.0,,,,1.93,0.2297,0.1222,6.0,0.6066,synthetic
5.6,3.4,69.0,54.3,90.7,0.06,1.0,50.0,1.0,,,,2.07,0.2368,0.2451,2.0,0.6607,synthetic
7.03,1.0,71.0,36.4,320.3,2.69,6.0,67.0,1.0,,,,20.69,0.0973,0.0879,5.0,0.5443,synthetic
8.94,4.8,54.0,49.6,328.0,3.8,1.0,60.0,1.0,,,,22.67,0.0543,0.1414,2.0,0.5878,synthetic
8.46,2.6,81.0,79.8,118.1,4.84,3.0,37.0,1.0,,,,0.52,0.1943,0.1664,3.0,0.7761,synthetic
6.99,3.3,53.0,82.2,9.7,4.46,2.0,48.0,0.0,,,,2.43,0.1801,0.1943,2.0,0.5492,synthetic
5.94,5.5,65.0,36.0,172.5,0.43,5.0,48.0,1.0,,,,21.67,0.1201,0.1083,0.0,0.4245,synthetic
5.4,7.3,66.0,54.7,68.0,4.9,4.0,59.0,1.0,,,,0.2,0.15,0.0774,3.0,0.4556,synthetic
8.89,4.4,74.0,25.1,327.4,0.75,4.0,32.0,1.0,,,,21.0,0.1023,0.2552,3.0,0.6119,synthetic
8.05,5.6,67.0,40.6,104.4,0.21,4.0,36.0,0.0,,,,1.23,0.2172,0.2936,1.0,0.7778,synthetic
7.36,1.6,88.0,19.8,377.5,3.74,6.0,31.0,1.0,,,,20.89,0.093,0.1548,8.0,0.5771,synthetic
8.9,5.0,82.0,47.8,388.7,4.53,4.0,34.0,0.0,,,,3.0,0.1697,0.1034,3.0,0.7037,synthetic
5.11,4.4,88.0,52.0,363.5,4.75,4.0,27.0,1.0,,,,20.65,0.05,0.1862,7.0,0.306,synthetic
7.91,7.0,71.0,30.4,239.8,4.12,7.0,20.0,1.0,,,,0.8,0.2135,0.1736,5.0,0.6154,synthetic
5.58,3.4,62.0,24.5,107.0,1.02,0.0,71.0,1.0,,,,1.44,0.1739,0.1876,2.0,0.5893,synthetic
5.1,4.0,89.0,13.6,322.9,0.77,6.0,22.0,1.0,,,,21.81,0.085,0.2218,3.0,0.4187,synthetic
6.83,6.6,53.0,12.6,280.6,0.29,1.0,68.0,1.0,,,,21.78,0.0596,0.1107,2.0,0.3355,synthetic
6.44,4.3,87.0,64.0,390.9,2.91,2.0,18.0,0.0,,,,0.17,0.163,0.2028,1.0,0.6203,synthetic
9.21,2.3,54.0,19.9,150.9,2.44,0.0,62.0,1.0,,,,0.41,0.1143,0.057,4.0,0.7707,synthetic
6.12,9.6,82.0,10.6,23.5,0.55,4.0,36.0,1.0,,,,1.04,0.2362,0.1169,2.0,0.4135,synthetic
8.57,2.3,81.0,89.9,399.4,2.32,6.0,47.0,0.0,,,,0.06,0.1658,0.185,3.0,0.8011,synthetic
8.24,4.4,76.0,23.4,335.3,2.84,3.0,34.0,0.0,,,,21.22,0.1316,0.2016,2.0,0.5324,synthetic
7.84,5.2,81.0,80.6,88.6,3.61,5.0,45.0,0.0,,,,2.47,0.116,0.1941,3.0,0.6472,synthetic
9.1,5.0,54.0,54.8,290.3,2.07,3.0,43.0,1.0,,,,21.17,0.05,0.1451,1.0,0.6058,synthetic
6.54,4.1,65.0,64.4,0.3,1.59,6.0,48.0,1.0,,,,23.96,0.0963,0.2299,1.0,0.496,synthetic
6.45,4.1,63.0,50.5,223.1,3.33,7.0,40.0,1.0,,,,2.44,0.1584,0.1992,3.0,0.6026,synthetic
5.3,4.0,89.0,16.3,145.1,3.42,5.0,48.0,1.0,,,,2.39,0.1878,0.0846,2.0,0.4901,synthetic
5.88,2.3,69.0,76.2,152.5,1.35,2.0,65.0,1.0,,,,21.18,0.086,0.1644,3.0,0.4701,synthetic
8.9,8.8,52.0,74.5,97.8,0.1,6.0,42.0,1.0,,,,21.67,0.1738,0.238,7.0,0.5746,synthetic
6.87,4.1,60.0,31.5,109.9,4.73,0.0,38.0,0.0,,,,0.21,0.1159,0.1297,3.0,0.6543,synthetic
6.21,5.7,84.0,68.7,181.9,3.78,7.0,25.0,0.0,,,,22.36,0.05,0.2286,1.0,0.4197,synthetic
5.58,3.8,86.0,48.9,99.3,1.01,6.0,38.0,0.0,,,,1.12,0.1778,0.1908,0.0,0.6395,synthetic
6.92,3.8,87.0,81.8,186.6,2.83,5.0,25.0,1.0,,,,23.66,0.1096,0.1912,3.0,0.4652,synthetic
8.08,3.6,56.0,72.3,230.9,2.97,4.0,28.0,0.0,,,,21.86,0.0947,0.1868,6.0,0.5351,synthetic
5.93,1.4,78.0,3.7,284.4,0.63,2.0,72.0,0.0,,,,22.88,0.1112,0.1346,3.0,0.4893,synthetic
8.29,4.2,66.0,79.1,270.9,0.96,3.0,23.0,0.0,,,,0.84,0.2542,0.2571,4.0,0.7383,synthetic
7.65,3.7,79.0,87.2,96.8,4.78,0.0,45.0,1.0,,,,1.5,0.1948,0.2264,2.0,0.7093,synthetic
8.44,6.8,83.0,66.8,15.7,2.54,2.0,65.0,1.0,,,,22.59,0.0636,0.1326,3.0,0.4407,synthetic
5.75,2.1,60.0,10.8,333.1,0.96,4.0,72.0,1.0,,,,20.73,0.1541,0.1041,2.0,0.4227,synthetic
7.66,3.3,70.0,72.7,348.9,3.99,2.0,26.0,0.0,,,,22.47,0.1075,0.1655,4.0,0.5038,synthetic
5.27,2.7,63.0,58.3,391.6,2.35,6.0,27.0,1.0,,,,0.41,0.1519,0.1639,2.0,0.6415,synthetic
6.32,7.4,68.0,30.5,383.9,3.19,6.0,39.0,1.0,,,,1.32,0.2116,0.1243,4.0,0.5168,synthetic
8.12,2.8,62.0,79.6,253.5,1.49,4.0,49.0,1.0,,,,2.16,0.2322,0.1653,3.0,0.6748,synthetic
7.66,5.6,64.0,50.9,357.7,0.29,2.0,72.0,0.0,,,,2.73,0.1974,0.1665,1.0,0.6492,synthetic
5.44,6.4,61.0,76.8,179.2,0.82,2.0,29.0,0.0,,,,23.71,0.0735,0.3077,5.0,0.3596,synthetic
8.79,4.2,62.0,60.3,314.9,4.87,4.0,27.0,1.0,,,,2.16,0.1569,0.1167,5.0,0.7087,synthetic
4.77,1.7,73.0,26.0,382.1,3.12,5.0,32.0,0.0,,,,21.83,0.0748,0.1682,6.0,0.4066,synthetic
7.48,1.8,74.0,87.8,318.5,4.16,1.0,67.0,1.0,,,,23.92,0.05,0.1357,2.0,0.5082,synthetic
9.42,6.2,87.0,51.4,166.3,0.11,3.0,19.0,1.0,,,,23.78,0.0625,0.2881,2.0,0.6187,synthetic
7.16,2.0,66.0,46.5,151.1,3.83,3.0,39.0,0.0,,,,1.38,0.2192,0.2275,3.0,0.7271,synthetic
8.5,5.3,76.0,36.3,116.6,2.42,2.0,24.0,1.0,,,,1.41,0.2046,0.233,2.0,0.7225,synthetic
7.48,4.7,89.0,12.3,146.8,3.33,1.0,26.0,0.0,,,,22.0,0.1106,0.1095,6.0,0.4877,synthetic
8.42,5.3,69.0,61.8,328.2,1.79,6.0,70.0,1.0,,,,2.2,0.1813,0.1197,5.0,0.72,synthetic
7.78,5.4,81.0,38.8,280.6,3.1,3.0,18.0,0.0,,,,2.24,0.1725,0.1988,2.0,0.6822,synthetic
7.96,2.6,89.0,84.1,100.0,0.18,4.0,36.0,0.0,,,,2.64,0.2133,0.2134,1.0,0.8133,synthetic
5.64,2.5,82.0,86.9,284.6,0.23,0.0,70.0,0.0,,,,23.2,0.163,0.1976,4.0,0.4132,synthetic
8.21,5.9,53.0,69.1,151.8,3.99,2.0,52.0,0.0,,,,2.91,0.2195,0.0952,8.0,0.6575,synthetic
5.69,3.2,58.0,21.8,223.1,0.62,1.0,22.0,1.0,,,,1.49,0.2194,0.2227,2.0,0.6293,synthetic
9.4,1.0,62.0,64.4,148.1,0.07,2.0,44.0,0.0,,,,0.57,0.2528,0.1718,1.0,0.9774,synthetic
5.64,5.8,77.0,1.8,208.7,4.56,6.0,73.0,0.0,,,,23.03,0.05,0.02,8.0,0.2731,synthetic
5.68,2.4,77.0,74.4,291.9,1.33,4.0,40.0,0.0,,,,1.9,0.2268,0.1309,1.0,0.6887,synthetic
8.79,5.4,55.0,44.4,292.5,2.91,7.0,48.0,0.0,,,,1.35,0.1923,0.1106,4.0,0.7519,synthetic
5.71,7.3,68.0,84.3,301.3,4.19,3.0,48.0,0.0,,,,0.1,0.2014,0.1902,3.0,0.5095,synthetic
6.3,4.5,67.0,34.0,156.4,3.73,6.0,55.0,1.0,,,,2.98,0.16,0.1149,3.0,0.5347,synthetic
8.07,6.5,78.0,23.7,276.2,0.23,1.0,28.0,1.0,,,,21.75,0.0955,0.1641,4.0,0.4859,synthetic
5.29,4.8,60.0,89.6,95.5,2.8,6.0,65.0,0.0,,,,0.49,0.1549,0.1569,1.0,0.4818,synthetic
5.3,7.7,60.0,47.8,191.0,2.71,4.0,74.0,1.0,,,,22.25,0.05,0.1559,3.0,0.1994,synthetic
6.93,2.4,74.0,77.7,233.2,1.75,0.0,26.0,1.0,,,,23.2,0.0758,0.171,3.0,0.5769,synthetic
5.72,4.5,53.0,82.0,274.6,3.77,5.0,64.0,0.0,,,,22.37,0.05,0.1659,3.0,0.3161,synthetic
5.68,5.8,77.0,46.7,364.8,4.82,3.0,64.0,1.0,,,,22.34,0.058,0.0827,4.0,0.2446,synthetic
4.55,4.1,68.0,41.0,121.9,0.74,0.0,60.0,0.0,,,,22.64,0.1128,0.251,1.0,0.3808,synthetic
6.35,6.8,71.0,49.8,338.1,0.73,6.0,39.0,0.0,,,,20.4,0.0922,0.2593,2.0,0.4024,synthetic
6.09,3.6,82.0,76.3,124.4,3.67,4.0,44.0,0.0,,,,20.28,0.0864,0.2433,3.0,0.5198,synthetic
4.66,8.6,57.0,86.8,220.8,2.27,4.0,65.0,0.0,,,,1.07,0.157,0.1469,4.0,0.3451,synthetic
7.61,8.7,58.0,29.5,331.2,3.98,4.0,26.0,1.0,,,,22.18,0.05,0.1208,4.0,0.3756,synthetic
7.63,5.1,86.0,66.5,289.3,0.71,0.0,65.0,1.0,,,,20.15,0.05,0.1731,3.0,0.4809,synthetic
4.85,5.6,80.0,25.7,345.1,0.2,2.0,70.0,0.0,,,,20.57,0.0615,0.1938,2.0,0.2802,synthetic
6.09,6.9,61.0,55.0,326.0,3.49,5.0,56.0,1.0,,,,21.37,0.1,0.0275,1.0,0.3328,synthetic
8.86,2.1,79.0,72.4,110.5,4.97,2.0,37.0,1.0,,,,20.34,0.1216,0.1133,3.0,0.6205,synthetic
7.41,1.9,68.0,79.8,397.2,0.47,7.0,49.0,1.0,,,,2.62,0.1747,0.1715,3.0,0.7433,synthetic
6.56,7.0,75.0,40.4,374.8,4.32,2.0,20.0,1.0,,,,23.98,0.05,0.1662,4.0,0.2833,synthetic
6.83,5.0,81.0,33.3,172.1,1.93,3.0,71.0,1.0,,,,22.76,0.0542,0.1133,4.0,0.4106,synthetic
5.54,4.0,52.0,22.8,18.9,0.08,3.0,37.0,0.0,,,,23.73,0.143,0.1609,2.0,0.4175,synthetic
8.56,4.5,74.0,12.0,121.4,2.55,0.0,21.0,1.0,,,,20.79,0.0598,0.1259,1.0,0.5509,synthetic
9.07,1.0,64.0,32.8,334.5,1.39,6.0,63.0,1.0,,,,0.91,0.1641,0.1563,4.0,0.8591,synthetic
9.05,4.1,71.0,78.5,380.3,3.47,1.0,55.0,1.0,,,,2.79,0.2053,0.1174,2.0,0.7968,synthetic
5.62,3.0,65.0,37.7,332.7,1.44,3.0,53.0,1.0,,,,20.91,0.0863,0.2405,2.0,0.5065,synthetic
6.05,6.3,88.0,28.6,158.7,2.41,7.0,21.0,0.0,,,,21.07,0.1875,0.1945,6.0,0.2987,synthetic
5.3,6.5,74.0,66.5,22.6,1.0,7.0,60.0,0.0,,,,0.4,0.2204,0.2313,5.0,0.4872,synthetic
6.04,5.7,84.0,19.4,207.0,4.14,1.0,54.0,0.0,,,,21.06,0.1026,0.1336,4.0,0.323,synthetic
6.16,5.3,60.0,23.1,150.6,4.63,3.0,63.0,0.0,,,,20.88,0.05,0.0797,3.0,0.3243,synthetic
7.67,1.5,65.0,84.2,49.2,2.02,4.0,65.0,1.0,,,,0.69,0.1993,0.0728,4.0,0.7833,synthetic
5.45,5.7,81.0,7.3,42.3,2.24,5.0,30.0,1.0,,,,0.33,0.171,0.2133,5.0,0.4974,synthetic
9.1,5.8,59.0,37.3,61.2,4.91,2.0,30.0,1.0,,,,21.52,0.0706,0.1585,2.0,0.5399,synthetic
5.02,7.0,90.0,51.9,82.3,0.71,4.0,70.0,1.0,,,,1.76,0.1564,0.272,1.0,0.4503,synthetic
4.53,8.7,76.0,20.7,301.5,4.04,6.0,48.0,1.0,,,,20.74,0.0595,0.162,2.0,0.2503,synthetic
8.77,1.1,86.0,25.3,152.7,2.84,6.0,42.0,1.0,,,,22.33,0.1588,0.1089,3.0,0.6087,synthetic
8.02,3.7,54.0,20.0,174.8,4.4,6.0,34.0,1.0,,,,1.17,0.1618,0.0917,2.0,0.6984,synthetic
6.28,3.0,67.0,31.1,239.4,1.46,7.0,54.0,1.0,,,,0.3,0.1228,0.1976,6.0,0.618,synthetic
7.48,4.8,63.0,80.9,384.1,1.48,6.0,60.0,1.0,,,,0.2,0.2293,0.1118,2.0,0.6434,synthetic
5.62,4.5,89.0,38.8,302.6,1.63,4.0,18.0,0.0,,,,0.8,0.241,0.2749,2.0,0.6365,synthetic
5.34,4.0,56.0,37.6,258.3,0.08,7.0,49.0,1.0,,,,0.53,0.2091,0.1746,0.0,0.5842,synthetic
6.86,6.6,80.0,34.8,297.5,0.85,3.0,74.0,1.0,,,,2.12,0.2073,0.0331,2.0,0.5531,synthetic
6.27,2.3,75.0,86.8,287.7,4.97,5.0,33.0,1.0,,,,23.98,0.05,0.1491,6.0,0.4229,synthetic
7.58,2.4,84.0,10.6,276.1,1.24,7.0,34.0,0.0,,,,22.81,0.059,0.1923,4.0,0.5507,synthetic
5.59,2.5,89.0,78.5,198.6,0.1,0.0,68.0,0.0,,,,1.36,0.2079,0.2149,4.0,0.5686,synthetic
7.81,3.8,82.0,29.4,226.7,1.39,7.0,21.0,0.0,,,,21.81,0.1054,0.2568,1.0,0.5897,synthetic
8.33,2.0,60.0,86.1,184.6,2.04,6.0,40.0,1.0,,,,1.32,0.1812,0.1575,3.0,0.7861,synthetic
